Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year,Price,Predicted_Price_INR,Is_Fraudulent_Deviance,fraud_score,is_anomaly,price_deviation_pct
Maruti Suzuki,Baleno,Z,Hatchback,0,Diesel,121943,2,Karnataka,0,10,12194.3,266805,623770.5,0,35.0,0,-57.22705706666154
Mahindra,Scorpio,W4,SUV,0,Petrol,98016,1,Maharashtra,0,7,14002.285714285714,351697,814762.75,0,35.0,0,-56.834428181700744
Maruti Suzuki,S-Presso,L,Hatchback,0,Petrol,52003,1,Punjab,0,5,10400.6,317376,914571.06,0,35.0,0,-65.29783053353495
Hyundai,i10,SX,Hatchback,0,Petrol,148292,3,Karnataka,0,14,10592.285714285714,272250,378391.8,0,19.635538163236554,0,-28.05076880462365
Ford,EcoSport,Titanium+,SUV,0,Diesel,83526,2,Maharashtra,0,7,11932.285714285714,1052278,726255.06,0,31.423678544065226,0,44.89096934866461
Mahindra,XUV500,W6,SUV,0,Diesel,147351,1,Maharashtra,0,6,24558.5,1645875,964837.6,0,35.0,0,70.58569829301588
Maruti Suzuki,Ertiga,Base,MPV,0,CNG,98396,1,Tamil Nadu,0,11,8945.09090909091,190921,748109.4,0,35.0,0,-74.47953382485014
Maruti Suzuki,WagonR,Z,Hatchback,1,Petrol,61956,2,Chhattisgarh,0,18,3442.0,369624,548151.0,0,22.798261792827155,0,-32.56894541832451
Mahindra,Bolero,W8,SUV,0,Petrol,74145,1,Uttar Pradesh,0,6,12357.5,260347,980975.6,0,35.0,0,-73.46040071077199
Volkswagen,Ameo,Comfortline,Sedan,0,Diesel,158159,1,Maharashtra,0,9,17573.222222222223,493762,653652.44,0,17.12275512626693,0,-24.461078751809904
Hyundai,Grand i10,Sportz,Hatchback,0,Petrol,91371,1,Gujarat,1,5,18274.2,534002,770582.56,0,21.491064268664914,0,-30.701520383807022
Maruti Suzuki,Baleno,Base,Hatchback,0,Diesel,150241,1,Delhi,1,8,18780.125,106875,480102.88,0,35.0,0,-77.73914601115438
Toyota,Fortuner,VX,SUV,0,Electric,111711,3,Tamil Nadu,0,13,8593.153846153846,275142,453212.1,0,27.503472953164103,0,-39.29067564737729
Volkswagen,Vento,Highline,Sedan,0,Petrol,168971,2,Karnataka,0,10,16897.1,482790,576198.5,0,11.347816768006163,0,-16.211166811437376
Maruti Suzuki,WagonR,ZX,Hatchback,0,CNG,15679,1,Jharkhand,0,22,712.6818181818181,750519,641448.4,0,11.902662860436742,0,17.003804086338203
Hyundai,i20,Era,Hatchback,0,Petrol,162217,1,Tamil Nadu,0,8,20277.125,1155000,667962.06,0,35.0,0,72.91401186425914
Toyota,Urban Cruiser,ZX,SUV,0,CNG,153580,2,Kerala,0,6,25596.666666666668,270186,814966.2,0,35.0,0,-66.84696811424462
Maruti Suzuki,Swift,V,Sedan,0,Petrol,130471,2,Kerala,0,13,10036.23076923077,524172,385244.62,0,25.243483280266403,0,36.06211897180915
Hyundai,Aura,Magna,Sedan,0,Petrol,47569,2,Gujarat,0,3,15856.333333333334,551760,1.0789479e+06,0,34.20290461205088,0,-48.86129230292983
Toyota,Urban Cruiser,G,SUV,0,Petrol,84296,1,Karnataka,0,4,21074.0,904365,1.1680178e+06,0,15.80086646799674,0,-22.572666382852486
Honda,Brio,S,Hatchback,0,Petrol,21757,2,Delhi,1,14,1554.071428571429,282370,443401.44,0,25.42211114279484,0,-36.31730163256406
Maruti Suzuki,Alto,ZX,Hatchback,0,Petrol,59830,1,Maharashtra,0,13,4602.307692307692,454766,653666.56,0,21.29991064825195,0,-30.428443783217073
Maruti Suzuki,Ertiga,L,MPV,0,Diesel,85838,2,West Bengal,0,6,14306.333333333334,1051015,932229.7,0,8.919445482688513,0,12.742064975269304
Maruti Suzuki,Ignis,ZX,Hatchback,0,Petrol,87151,1,Delhi,0,6,14525.166666666666,413424,1.176075e+06,0,35.0,0,-64.84713985077482
Honda,City,VX,Sedan,0,Diesel,168626,2,Delhi,0,6,28104.33333333333,413820,840860.94,0,35.0,0,-50.78615481528419
Mahindra,Bolero,AX3,SUV,0,Petrol,117998,3,Tamil Nadu,0,25,4719.92,571725,388286.44,0,33.07017226168246,0,47.243103230974945
Maruti Suzuki,S-Presso,Z,Hatchback,0,Petrol,49306,1,Karnataka,0,4,12326.5,693000,1.3089632e+06,0,32.94013601986152,0,-47.05733717123074
Hyundai,Aura,Magna,Sedan,0,Petrol,22926,1,Rajasthan,0,6,3821.0,361000,976627.4,0,35.0,0,-63.036055588755126
Honda,City,S,Sedan,1,Hybrid,63677,1,Kerala,0,14,4548.357142857143,498782,619182.75,1,53.61157509636695,1,-19.44510728052421
Jaguar,XF,Prestige,Sedan,0,Diesel,28864,2,Karnataka,0,14,2061.714285714286,202312,571255.8,1,60.0,1,-64.58469295662528
Volkswagen,Vento,GT,Sedan,0,Diesel,73320,2,Maharashtra,0,6,12220.0,640041,940215.75,0,22.34830941728002,0,-31.92615631040003
Maruti Suzuki,Ertiga,Z,MPV,0,Petrol,140042,1,Karnataka,0,3,46680.66666666666,433125,1.0103468e+06,0,35.0,0,-57.13105691616165
Tata,Tiago,XE,Hatchback,0,Petrol,96222,1,Delhi,0,7,13746.0,267960,804191.75,0,35.0,0,-66.67958854340398
Mahindra,TUV300,W11,SUV,0,Diesel,87972,1,Tamil Nadu,0,11,7997.454545454545,984753,804309.4,0,15.704222955252758,0,22.434604221789655
Maruti Suzuki,Ertiga,Base,MPV,1,Diesel,155920,2,Uttar Pradesh,0,11,14174.545454545454,869022,554184.0,0,35.0,0,56.81109523190854
Maruti Suzuki,Celerio,Base,Hatchback,0,Petrol,32229,1,Rajasthan,0,5,6445.8,1235000,1.1314574e+06,0,6.405883164622088,0,9.15126166374584
Volkswagen,Polo,Highline+,Hatchback,0,Petrol,18410,1,Maharashtra,0,10,1841.0,924000,883309.6,0,3.224606830249359,0,4.606581186070513
Toyota,Innova,ZX,MPV,0,CNG,150332,3,Karnataka,0,13,11564.0,384076,401304.9,0,3.00525465479529,0,-4.293220935421843
Volkswagen,Ameo,GT,Sedan,0,Petrol,138912,1,Karnataka,0,6,23152.0,705375,894265.8,0,14.785712134108893,0,-21.12244590586985
Toyota,Innova,E,MPV,0,Petrol,116533,3,Delhi,0,14,8323.785714285714,204187,375391.47,0,31.924840626789013,0,-45.606915181127164
Maruti Suzuki,S-Presso,L,Hatchback,1,Diesel,14357,1,Maharashtra,0,6,2392.833333333333,1974720,1.3770352e+06,0,30.38261547770836,0,43.40373639672623
Ford,Endeavour,Titanium+,SUV,1,Petrol,23229,1,Tamil Nadu,0,21,1106.142857142857,1257795,850519.44,0,33.51985635836806,0,47.88550908338294
Tata,Harrier,XZA,SUV,0,Petrol,42444,2,Rajasthan,0,4,10611.0,965580,997792.0,0,2.259829703986402,0,-3.228328148552003
Skoda,Kushaq,L&K,SUV,0,Diesel,161709,1,Delhi,0,3,53903.0,1732500,974268.94,0,35.0,0,77.82564272711404
Renault,Kiger,RXZ,SUV,0,Petrol,65260,2,Kerala,0,5,13052.0,305474,911223.5,0,35.0,0,-66.47650109989482
Hyundai,Aura,Magna,Sedan,0,Petrol,125416,1,Karnataka,0,4,31354.0,313500,889991.6,0,35.0,0,-64.77494942719264
Maruti Suzuki,Dzire,Base,Sedan,1,Petrol,167746,2,Delhi,0,12,13978.833333333334,250361,470981.75,0,32.7899170190777,0,-46.84273859868243
Maruti Suzuki,S-Presso,Z,Hatchback,0,Diesel,41405,1,Delhi,0,3,13801.666666666666,2079000,1.3420794e+06,0,35.0,0,54.90887042355449
Mahindra,TUV300,W10,SUV,0,CNG,144191,2,Delhi,0,7,20598.714285714286,1013859,577957.5,0,35.0,0,75.42103009304317
Toyota,Fortuner,G,SUV,0,Petrol,98369,1,Maharashtra,0,3,32789.666666666664,1406790,1.2130359e+06,0,11.180863673961827,0,15.97266239137404
Honda,Jazz,VX,Sedan,0,Diesel,118628,1,Kerala,0,4,29657.0,541500,842992.4,0,25.035180478352487,0,-35.76454354050355
Honda,Brio,ZX,Hatchback,0,CNG,96264,2,Bihar,0,9,10696.0,888014,609043.06,0,32.06335779417896,0,45.80479684882709
Maruti Suzuki,Ignis,Base,Hatchback,0,Petrol,163100,1,Karnataka,0,6,27183.33333333333,1485000,949267.2,0,35.0,0,56.43646167849871
Maruti Suzuki,WagonR,L,Hatchback,0,Petrol,159240,3,West Bengal,0,13,12249.23076923077,98010,361120.47,0,35.0,0,-72.85947253578381
Maruti Suzuki,Dzire,Z,Sedan,0,Petrol,72947,1,Maharashtra,0,17,4291.0,787551,604490.2,0,21.198453076626656,0,30.283504395180938
Maruti Suzuki,Alto,L,Hatchback,0,Petrol,121152,2,Gujarat,1,19,6376.421052631579,406180,310469.44,0,21.57938452476502,0,30.82769217823574
Maruti Suzuki,Alto,Base,Hatchback,0,Diesel,82333,2,Rajasthan,0,21,3920.619047619048,800052,438884.38,0,35.0,0,82.29220395462929
Honda,Jazz,VX,Sedan,1,Petrol,71750,1,Gujarat,0,11,6522.727272727273,1260081,784071.6,0,35.0,0,60.709935141448334
Mahindra,TUV300,W11,SUV,0,Diesel,49924,1,Kerala,0,7,7132.0,279300,808852.2,0,35.0,0,-65.46958711167484
Honda,Amaze,V,Sedan,0,Diesel,12915,1,Andhra Pradesh,0,11,1174.090909090909,505400,660782.9,0,16.46047690022233,0,-23.514967000317615
Maruti Suzuki,Celerio,L,Hatchback,0,Diesel,116720,2,Karnataka,0,10,11672.0,731808,547322.4,0,23.59485805783109,0,33.706940082615844
Mahindra,XUV500,W10,SUV,0,Diesel,122885,3,Gujarat,0,15,8192.333333333334,321595,401232.7,0,13.89377859449699,0,-19.8482551349957
Hyundai,i10,Era,Hatchback,1,CNG,147592,3,Rajasthan,0,14,10542.285714285714,307132,375985.7,1,52.81899360863304,1,-18.312848012332918
Ford,Aspire,Ambiente,Sedan,1,CNG,162087,1,West Bengal,0,9,18009.666666666668,745307,646094.4,0,10.749023701065342,0,15.355748144379062
Hyundai,Verna,Sportz,Sedan,0,Diesel,177128,2,West Bengal,1,10,17712.8,476705,423298.0,0,8.831815883845422,0,12.616879834064889
Maruti Suzuki,Baleno,Z,Hatchback,1,Petrol,142334,1,Tamil Nadu,0,5,28466.8,1810462,1.0544591e+06,0,35.0,0,71.69579712252953
Hyundai,Grand i10,Asta,Hatchback,0,Petrol,95723,1,West Bengal,0,10,9572.3,1004850,772869.8,0,21.010800088663053,0,30.01542869809008
Maruti Suzuki,Dzire,L,Sedan,0,Diesel,98154,3,Delhi,0,16,6134.625,720046,414601.25,0,35.0,0,73.67193176576289
Hyundai,Aura,SX,Sedan,0,CNG,41317,2,Maharashtra,0,6,6886.166666666667,436810,1.0394442e+06,0,35.0,0,-57.97657967085414
Tata,Altroz,XZ,Hatchback,0,Diesel,14891,1,Delhi,0,3,4963.666666666667,2200000,1.2923195e+06,0,35.0,0,70.23653980304407
Honda,Brio,E,Hatchback,1,Petrol,123408,2,Punjab,0,13,9492.923076923076,531069,451163.25,0,12.397735187872682,0,17.711050268389545
Hyundai,Venue,Base,SUV,0,Petrol,47197,2,Uttarakhand,0,6,7866.166666666667,790020,1.02635794e+06,0,16.118797371311796,0,-23.026853387588282
Tata,Nexon,XZ,SUV,0,Petrol,65560,1,Uttar Pradesh,0,4,16390.0,1041390,960875.7,0,5.86548494078741,0,8.379264201124872
Hyundai,Grand i10,Era,Hatchback,0,Petrol,163512,2,Tamil Nadu,1,6,27252.0,871736,612309.9,0,29.65790605614518,0,42.36843722306455
Jaguar,F-Pace,Pure,Luxury,1,Diesel,36983,1,Karnataka,0,5,7396.6,1730300,1.565039e+06,1,47.39168161304607,1,10.559545161494379
Hyundai,i10,Asta,Hatchback,0,CNG,47504,2,Gujarat,0,13,3654.153846153846,960982,563558.4,0,35.0,0,70.52040083691419
Volkswagen,Polo,GT,Hatchback,0,Petrol,155345,1,Maharashtra,0,7,22192.14285714286,981750,676286.6,0,31.61741702344032,0,45.167738604914746
Honda,WR-V,VX,SUV,1,CNG,49995,2,Karnataka,0,6,8332.5,424855,1.2138548e+06,0,35.0,0,-64.9995190940267
Maruti Suzuki,Dzire,L,Sedan,0,CNG,157824,2,West Bengal,0,13,12140.307692307691,415144,380176.62,0,6.438365983179528,0,9.19766569025647
Hyundai,i10,Era,Hatchback,0,Diesel,33006,1,Maharashtra,0,15,2200.4,544500,711005.75,0,16.39283859518717,0,-23.418340850267384
Nissan,Magnite,XL,SUV,0,Petrol,55313,1,Tamil Nadu,0,6,9218.833333333334,703395,1.2060188e+06,0,29.173395936008454,0,-41.67627990858351
Maruti Suzuki,Dzire,ZX,Sedan,0,Petrol,47271,2,Maharashtra,0,5,9454.2,1787702,1.1356606e+06,0,35.0,0,57.41516088928415
Maruti Suzuki,Dzire,L,Sedan,0,Petrol,10415,1,Gujarat,0,4,2603.75,1504800,1.2779518e+06,0,12.425647134173886,0,17.750924477391266
Maruti Suzuki,WagonR,ZX,Hatchback,0,Petrol,154673,3,Telangana,0,23,6724.913043478261,624813,411986.53,0,35.0,0,51.65859866929813
Hyundai,Aura,Magna,Sedan,0,Petrol,11524,1,Maharashtra,1,4,2881.0,732439,936688.75,0,15.263856323672083,0,-21.805509033817263
Mahindra,Thar,W4,SUV,0,Petrol,53915,2,Uttarakhand,0,6,8985.833333333334,1221897,830230.3,0,33.02296689510478,0,47.175666993006836
Hyundai,i20,Sportz,Hatchback,1,Petrol,117781,2,Karnataka,0,11,10707.363636363636,1006236,662820.94,0,35.0,0,51.811136774779385
Hyundai,Aura,Sportz,Sedan,0,Electric,85178,1,Tamil Nadu,0,4,21294.5,300019,1.1674891e+06,0,35.0,0,-74.30220174427748
Maruti Suzuki,Celerio,ZX,Hatchback,0,Diesel,26336,1,Karnataka,0,5,5267.2,1188000,1.2294695e+06,0,2.361071177446858,0,-3.3729588249240834
Maruti Suzuki,Ertiga,V,MPV,0,CNG,85518,2,West Bengal,0,10,8551.8,1120072,660187.5,0,35.0,0,69.6596800151472
Ford,Figo,Ambiente,Sedan,0,CNG,148912,3,Gujarat,0,16,9307.0,214992,344001.47,0,26.25181469519525,0,-37.502592421707504
Toyota,Fortuner,ZX,SUV,0,Petrol,119372,1,Tamil Nadu,0,9,13263.555555555557,1244281,738686.9,0,35.0,0,68.44498556983295
Mahindra,Thar,W6,SUV,0,CNG,125523,2,Gujarat,0,6,20920.5,579348,846967.06,0,22.118138006104576,0,-31.597340008720824
Volkswagen,Ameo,Trendline,Sedan,0,Diesel,86540,2,Tamil Nadu,0,8,10817.5,952061,642739.3,0,33.68786956687047,0,48.1255279526721
Maruti Suzuki,Ignis,ZX,Hatchback,0,Petrol,132721,1,Kerala,0,6,22120.166666666668,846450,901744.6,0,4.2923724108696515,0,-6.131960586956645
Skoda,Rapid,L&K,Sedan,1,Petrol,167000,3,Delhi,0,14,11928.57142857143,569002,428122.38,0,23.034474079987064,0,32.90639154283866
Tata,Harrier,XM,SUV,0,Petrol,85347,1,Odisha,0,6,14224.5,1648867,958714.8,0,35.0,0,71.98722482448345
Hyundai,Grand i10,SX,Hatchback,0,Petrol,75489,1,Kerala,0,3,25163.0,1653000,968402.94,0,35.0,0,70.69341035533569
Maruti Suzuki,Baleno,Z,Hatchback,1,Petrol,81086,2,Tamil Nadu,0,4,20271.5,389077,1.1335005e+06,0,35.0,0,-65.67473944651987
Tata,Tiago,XZA,Hatchback,0,Petrol,147321,1,Karnataka,0,7,21045.85714285714,288750,672853.6,0,35.0,0,-57.08576289531025
Maruti Suzuki,Alto,L,Hatchback,0,Diesel,75834,1,Rajasthan,1,20,3791.7,415042,315884.28,0,21.97336405924756,0,31.390520084639377
Maruti Suzuki,Ertiga,L,MPV,0,CNG,75129,1,Karnataka,0,5,15025.8,1221897,1.0244495e+06,0,13.491465416304074,0,19.273522023291534
Tata,Tiago,XT,Hatchback,0,Diesel,76964,1,Delhi,0,6,12827.333333333334,1339800,1.1226025e+06,0,13.54337354495469,0,19.347676492792417
Maruti Suzuki,Celerio,ZX,Hatchback,0,Petrol,173767,2,Delhi,0,7,24823.85714285714,548856,628608.1,0,8.880968170750258,0,-12.687097386786084
Maruti Suzuki,Ignis,Base,Hatchback,1,Petrol,91279,1,Maharashtra,1,6,15213.166666666666,585911,862017.25,0,22.42117254614104,0,-32.0302464944872
Maruti Suzuki,Baleno,ZX,Hatchback,0,Hybrid,73428,2,Himachal Pradesh,0,4,18357.0,659824,944112.6,0,21.07820955153523,0,-30.111727930764616
Volkswagen,Ameo,Trendline,Sedan,0,Petrol,136656,2,Gujarat,0,8,17082.0,627627,554827.1,0,9.184827165759064,0,13.121181665370091
Maruti Suzuki,Ignis,ZX,Hatchback,0,Diesel,40276,2,West Bengal,0,7,5753.714285714285,365904,867180.6,0,35.0,0,-57.80533034856492
Honda,Amaze,VX,Sedan,0,Petrol,44772,1,Tamil Nadu,0,6,7462.0,1463000,1.1845152e+06,0,16.457308168890187,0,23.510440241271695
Volkswagen,Polo,Highline+,Hatchback,0,Diesel,32440,2,Gujarat,0,13,2495.3846153846152,1064800,610783.4,0,35.0,0,74.33349426054696
Maruti Suzuki,Alto,L,Hatchback,0,Diesel,45650,1,Maharashtra,0,6,7608.333333333333,2006400,1.1807684e+06,0,35.0,0,69.92325018867481
Maruti Suzuki,Ertiga,V,MPV,0,CNG,33971,1,Tamil Nadu,0,11,3088.2727272727275,1389850,808461.25,0,35.0,0,71.91300139617081
Maruti Suzuki,Swift,Z,Sedan,0,Diesel,172331,2,Maharashtra,0,15,11488.733333333334,278811,460748.8,0,27.641193052450895,0,-39.48741864635842
Kia,Sonet,HTX,SUV,0,Petrol,103932,1,Punjab,0,6,17322.0,374062,854715.75,0,35.0,0,-56.23550870567203
Maruti Suzuki,Dzire,Base,Sedan,0,Petrol,64302,1,Haryana,0,16,4018.875,259107,510633.72,0,34.48043023010807,0,-49.257757471582956
Maruti Suzuki,Swift,Base,Sedan,0,Petrol,88382,2,Karnataka,1,19,4651.684210526316,277765,330120.1,0,11.10158585279997,0,-15.859408361142815
Tata,Nexon,XZA+,SUV,1,Petrol,150324,2,Tamil Nadu,0,6,25054.0,1425501,905272.4,0,35.0,0,57.466530446154394
Mahindra,Scorpio,W10,SUV,0,Diesel,64187,2,Karnataka,1,13,4937.461538461538,269145,397614.8,0,22.6170821415261,0,-32.31011734503729
Maruti Suzuki,WagonR,Base,Hatchback,0,Petrol,168503,3,Delhi,0,19,8868.578947368422,102093,381417.97,0,35.0,0,-73.23330090226642
Maruti Suzuki,WagonR,Z,Hatchback,0,Petrol,96022,2,Uttar Pradesh,0,17,5648.35294117647,462030,481637.72,0,2.8497359302800658,0,-4.071051328971523
Maruti Suzuki,Swift,L,Sedan,0,Petrol,33234,2,Maharashtra,0,16,2077.125,534103,558699.25,0,3.081689298849067,0,-4.4024132840700965
Hyundai,Venue,Era,SUV,0,Petrol,158285,1,Tamil Nadu,0,3,52761.66666666666,1559250,954360.5,0,35.0,0,63.38165714109082
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Petrol,116481,2,Rajasthan,0,7,16640.14285714286,853221,553751.4,0,35.0,0,54.080159168905
Renault,Triber,RXE,MPV,1,Petrol,34459,1,Gujarat,0,4,8614.75,1694000,1.3901375e+06,0,15.300914477884382,0,21.858449254120547
Mahindra,Scorpio,AX5,SUV,1,Petrol,147442,1,Tamil Nadu,0,7,21063.14285714286,200103,756964.4,0,35.0,0,-73.56507035089993
Tata,Nexon,XZA+,SUV,0,Diesel,137861,1,West Bengal,0,9,15317.888888888889,848925,689164.9,0,16.22718910333322,0,23.181698719047457
Maruti Suzuki,Swift,L,Sedan,0,CNG,151801,2,Telangana,0,21,7228.619047619048,449739,404932.97,0,7.745534272454815,0,11.065048960649737
Maruti Suzuki,Ertiga,ZX,MPV,1,Petrol,161859,2,Tamil Nadu,0,14,11561.357142857143,521805,542489.94,0,2.669073700560575,0,-3.81296242937225
Tata,Tigor,XZA,Sedan,0,Diesel,179790,2,Telangana,0,8,22473.75,386232,605697.6,0,25.36347034545496,0,-36.23352906493566
Hyundai,Grand i10,Sportz,Hatchback,0,Petrol,137624,2,Telangana,0,13,10586.46153846154,119790,465527.62,0,35.0,0,-74.26790730195657
Maruti Suzuki,Baleno,Base,Hatchback,0,Petrol,155736,1,Maharashtra,0,3,51912.0,1237500,962661.8,0,19.984872023787688,0,28.549817176839554
Maruti Suzuki,Ertiga,V,MPV,0,CNG,101363,2,Delhi,0,6,16893.833333333332,827640,822797.6,0,0.41196794898380995,0,0.5885256414054428
Maruti Suzuki,Celerio,V,Hatchback,0,Diesel,20562,2,Delhi,0,8,2570.25,1355200,785963.2,0,35.0,0,72.4253783832592
Mahindra,Bolero,W8(O),SUV,0,Petrol,117082,1,Karnataka,0,8,14635.25,1091475,688593.8,0,35.0,0,58.507814067818096
Kia,Sonet,HTX,SUV,1,Petrol,100249,1,Maharashtra,0,6,16708.166666666668,762300,1.061625e+06,0,19.736488873189682,0,-28.194984104556692
Mahindra,Bolero,W10,SUV,0,CNG,13812,1,Bihar,0,11,1255.6363636363635,1326675,738291.7,0,35.0,0,79.6952373244755
Maruti Suzuki,S-Presso,ZX,Hatchback,0,Diesel,74821,1,West Bengal,0,5,14964.2,1550340,1.1718878e+06,0,22.605968447063297,0,32.294240638661854
Toyota,Urban Cruiser,G,SUV,0,Petrol,154804,1,Maharashtra,1,5,30960.8,967878,702968.94,0,26.379023859784702,0,37.68431979969243
Hyundai,Verna,Asta,Sedan,0,CNG,115535,2,Delhi,0,15,7702.333333333333,288294,433354.1,0,23.43166179562599,0,-33.47380256517999
Tata,Tigor,XT,Sedan,0,Petrol,97941,1,Maharashtra,0,4,24485.25,1818300,1.0822065e+06,0,35.0,0,68.01784132695562
Honda,Jazz,V,Sedan,0,Diesel,23003,2,Rajasthan,0,15,1533.5333333333333,655215,515418.88,0,18.98597281676966,0,27.122818309670944
MG,Astor,Sharp,SUV,0,Petrol,122818,2,Gujarat,0,3,40939.333333333336,381150,919166.75,1,60.0,1,-58.5330953279152
Tata,Nexon,XM,SUV,0,Petrol,70049,1,Tamil Nadu,0,3,23349.666666666668,1909215,1.159337e+06,0,35.0,0,64.68162406616885
Honda,WR-V,E,SUV,1,Diesel,156202,1,Maharashtra,0,7,22314.571428571428,533610,782988.4,0,22.294694030419034,0,-31.84956290059862
Maruti Suzuki,Ertiga,V,MPV,0,Petrol,73099,2,Tamil Nadu,0,11,6645.363636363636,235804,682271.94,0,35.0,0,-65.43841435659223
Maruti Suzuki,Alto,Z,Hatchback,0,Petrol,39633,1,Tamil Nadu,0,14,2830.928571428572,571725,719757.7,0,14.396912051043568,0,-20.567017215776527
Mahindra,Scorpio,W4,SUV,0,Petrol,159446,2,Karnataka,0,17,9379.176470588236,335412,471871.12,0,20.243109281162308,0,-28.918727544517587
Hyundai,i10,SX(O),Hatchback,0,Diesel,98239,3,Delhi,0,16,6139.9375,236857,456675.72,0,33.694172211778,0,-48.13453173111144
Tata,Tiago,XZ,Hatchback,0,Petrol,83421,1,Maharashtra,0,9,9269.0,334950,774248.4,0,35.0,0,-56.738688666928105
Volkswagen,Vento,GT,Sedan,0,CNG,121160,1,Haryana,0,8,15145.0,720195,516566.3,0,27.593762465878953,0,39.419660665541365
Tata,Nexon,XT,SUV,0,Petrol,141048,2,Uttar Pradesh,0,9,15672.0,506929,532259.56,0,3.33134338943887,0,-4.759061984912671
Maruti Suzuki,S-Presso,Base,Hatchback,0,Petrol,28818,1,Karnataka,0,7,4116.857142857143,1309000,880868.75,0,34.022307523112836,0,48.60329646158977
Maruti Suzuki,Celerio,V,Hatchback,0,Petrol,71937,1,Delhi,0,9,7993.0,602910,776263.8,0,15.632271760703775,0,-22.331816801005395
