target__Brand,target__Model Name,target__Model Variant,target__State,onehot__Fuel Type_CNG,onehot__Fuel Type_Diesel,onehot__Fuel Type_Electric,onehot__Fuel Type_Hybrid,onehot__Fuel Type_Petrol,onehot__Car Type_Hatchback,onehot__Car Type_Luxury,onehot__Car Type_MPV,onehot__Car Type_SUV,onehot__Car Type_Sedan,remainder__Transmission,remainder__Kilometers,remainder__Owner,remainder__Accidental,remainder__Car_Age,remainder__KM_Per_Year,Price
746559.975676863,797310.6664584634,786981.3162724135,791383.7519434988,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,140108.0,1.0,0.0,5.0,28021.6,1692900
746559.975676863,624623.1948599116,775321.2913256956,786018.2263636363,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,152677.0,2.0,0.0,3.0,50892.333333333336,1219680
757158.1782758621,616124.624829468,754222.0165137615,786930.1235030624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52208.0,1.0,0.0,13.0,4016.0,850055
700337.222033677,643382.8244680851,696424.5910652921,673301.6104014599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,179769.0,2.0,0.0,7.0,25681.285714285714,138253
746559.975676863,872024.9468952541,786981.3162724135,671239.6209150327,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28187.0,1.0,0.0,5.0,5637.4,718200
746559.975676863,749463.0834541313,733484.4581505527,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,67268.0,2.0,0.0,9.0,7474.222222222223,1061121
700337.222033677,649841.5408970977,705617.5842424242,786018.2263636363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83290.0,1.0,0.0,6.0,13881.666666666666,301455
689419.0547388176,642454.9748717949,722604.9296482413,791383.7519434988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,122542.0,1.0,0.0,6.0,20423.666666666668,1018875
1002926.2816326531,1039796.6593959732,1026198.222167643,790990.6950462351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25389.0,1.0,0.0,6.0,4231.5,889350
700337.222033677,702812.7617493472,704858.6666666666,659996.9157509158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,64351.0,2.0,0.0,10.0,6435.1,1069160
746559.975676863,835768.8430558438,728398.4393333333,786930.1235030624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108901.0,2.0,0.0,11.0,9900.09090909091,482790
744367.1074285714,635678.3453724605,739392.5943661972,786930.1235030624,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33915.0,2.0,0.0,13.0,2608.846153846154,1064800
881158.8852459016,832441.9128440367,866133.7183333334,786930.1235030624,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100328.0,1.0,0.0,11.0,9120.727272727272,866250
746559.975676863,631464.8915864378,728398.4393333333,790990.6950462351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,27350.0,1.0,0.0,6.0,4558.333333333333,2069100
689419.0547388176,592070.9002610967,722604.9296482413,786447.1460264133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,44310.0,1.0,0.0,16.0,2769.375,1138005
904081.834223847,964512.7910958905,893606.9942386831,786930.1235030624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,83889.0,2.0,0.0,3.0,27963.0,534982
689419.0547388176,725301.8996302165,672828.990625,673301.6104014599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78558.0,1.0,0.0,13.0,6042.923076923077,287177
746559.975676863,797310.6664584634,775321.2913256956,791383.7519434988,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46730.0,1.0,0.0,6.0,7788.333333333333,1155000
764426.4873171007,632682.1973039216,762898.141426282,790990.6950462351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,135922.0,2.0,0.0,16.0,8495.125,189667
746559.975676863,627695.876446281,775321.2913256956,692233.117397454,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,152239.0,3.0,0.0,17.0,8955.235294117647,617203
679904.8680057388,631529.428300095,691623.9042995839,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13558.0,1.0,0.0,6.0,2259.6666666666665,924000
679904.8680057388,609305.2070275403,659954.5833333334,790990.6950462351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,109386.0,2.0,0.0,16.0,6836.625,189667
788791.4864026718,637878.5875978327,728398.4393333333,791383.7519434988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,68368.0,2.0,0.0,17.0,4021.6470588235293,833738
746559.975676863,624623.1948599116,728398.4393333333,790990.6950462351,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16498.0,2.0,1.0,11.0,1499.8181818181818,713361
904081.834223847,1000236.589871612,907224.0799347472,791383.7519434988,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,121199.0,2.0,1.0,4.0,30299.75,329488
788791.4864026718,591041.2550706823,721717.0078835658,682403.56424581,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134176.0,1.0,0.0,8.0,16772.0,312716
764426.4873171007,687011.4696727854,767862.1835671343,671239.6209150327,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,177386.0,2.0,0.0,10.0,17738.6,702240
788791.4864026718,1025030.3716915995,786981.3162724135,786447.1460264133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142496.0,1.0,0.0,5.0,28499.2,1029105
746559.975676863,940278.5607059324,704796.919177924,790990.6950462351,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,94724.0,1.0,0.0,5.0,18944.8,275616
904081.834223847,813634.788336933,893937.5154639175,790990.6950462351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,142609.0,2.0,0.0,5.0,28521.8,1241460
758748.6283185841,631993.7975442024,763118.760299606,786859.4069343066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,113334.0,1.0,0.0,6.0,18889.0,603487
746559.975676863,646662.8232680267,728398.4393333333,786018.2263636363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20537.0,1.0,0.0,18.0,1140.9444444444443,163803
757158.1782758621,1048282.620641562,724210.5608552631,786930.1235030624,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,147844.0,1.0,0.0,5.0,29568.8,1299375
746559.975676863,627695.876446281,704796.919177924,786447.1460264133,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57403.0,1.0,0.0,10.0,5740.3,964656
764426.4873171007,864829.5909442725,733484.4581505527,697353.7620783956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162146.0,1.0,0.0,4.0,40536.5,972562
746559.975676863,646662.8232680267,775321.2913256956,689276.6771929824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,161832.0,3.0,0.0,12.0,13486.0,290239
746559.975676863,835768.8430558438,704796.919177924,791383.7519434988,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14261.0,1.0,0.0,10.0,1426.1,1256640
746559.975676863,940278.5607059324,786981.3162724135,723498.2212825837,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110261.0,1.0,0.0,7.0,15751.57142857143,969569
746559.975676863,940278.5607059324,733484.4581505527,786859.4069343066,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24922.0,1.0,0.0,5.0,4984.4,2090000
881158.8852459016,921479.6401944895,888391.8042763158,786930.1235030624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100786.0,2.0,0.0,3.0,33595.333333333336,1118040
739862.1077111383,658869.7002297078,758193.2592593132,796967.4808472284,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,108680.0,2.0,0.0,13.0,8360.0,434837
746559.975676863,631464.8915864378,704796.919177924,786018.2263636363,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,177644.0,1.0,0.0,4.0,44411.0,1729767
700337.222033677,743564.1325301204,680206.705561614,790990.6950462351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,165202.0,1.0,0.0,11.0,15018.363636363636,363825
746559.975676863,624623.1948599116,704796.919177924,786930.1235030624,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,43132.0,2.0,0.0,21.0,2053.904761904762,613324
746559.975676863,631464.8915864378,728398.4393333333,786447.1460264133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108924.0,1.0,0.0,7.0,15560.57142857143,1097250
746559.975676863,940278.5607059324,775321.2913256956,790990.6950462351,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29637.0,1.0,0.0,6.0,4939.5,346500
788791.4864026718,738677.4802867384,786981.3162724135,673410.1341013825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37158.0,1.0,0.0,13.0,2858.3076923076924,829521
746559.975676863,627695.876446281,728398.4393333333,673301.6104014599,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28121.0,1.0,0.0,22.0,1278.2272727272727,940500
746559.975676863,749463.0834541313,728398.4393333333,680208.3205009276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,134843.0,1.0,0.0,10.0,13484.3,947624
700337.222033677,759246.818537859,704858.6666666666,697353.7620783956,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15423.0,1.0,0.0,6.0,2570.5,399000
904081.834223847,1000236.589871612,902661.6471571906,790990.6950462351,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,63365.0,2.0,0.0,4.0,15841.25,1515888
746559.975676863,631464.8915864378,775321.2913256956,791383.7519434988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,162638.0,2.0,1.0,17.0,9566.941176470587,426310
746559.975676863,872024.9468952541,704796.919177924,786447.1460264133,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,178664.0,1.0,0.0,7.0,25523.428571428572,609840
904081.834223847,964512.7910958905,902661.6471571906,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,48210.0,2.0,0.0,6.0,8035.0,609840
746559.975676863,872024.9468952541,786981.3162724135,671239.6209150327,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115147.0,2.0,0.0,7.0,16449.571428571428,995425
746559.975676863,646662.8232680267,728398.4393333333,786859.4069343066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14811.0,2.0,0.0,7.0,2115.8571428571427,257488
746559.975676863,627695.876446281,728398.4393333333,791383.7519434988,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25559.0,1.0,1.0,18.0,1419.9444444444443,588605
764426.4873171007,864829.5909442725,733484.4581505527,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,120949.0,1.0,0.0,10.0,12094.9,303187
689419.0547388176,606375.5334386519,722604.9296482413,667839.037037043,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,174141.0,2.0,0.0,10.0,17414.1,790019
764426.4873171007,632682.1973039216,765968.9776061776,786859.4069343066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50559.0,1.0,0.0,19.0,2661.0,200013
700337.222033677,743564.1325301204,699381.3639417693,680208.3205009276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36302.0,1.0,0.0,16.0,2268.875,1042387
788791.4864026718,1025030.3716915995,728398.4393333333,673410.1341013825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,61372.0,2.0,0.0,5.0,12274.4,381843
746559.975676863,835768.8430558438,704796.919177924,791383.7519434988,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,148194.0,1.0,0.0,10.0,14819.4,665280
700337.222033677,759246.818537859,697222.458781362,791383.7519434988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108658.0,2.0,0.0,11.0,9878.0,907137
746559.975676863,872024.9468952541,775321.2913256956,680208.3205009276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,150319.0,1.0,0.0,3.0,50106.333333333336,1329044
758748.6283185841,812208.3753186514,765915.5985129523,786447.1460264133,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106461.0,2.0,0.0,3.0,35487.0,1213872
764426.4873171007,758222.8042635659,762898.141426282,680208.3205009276,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,127725.0,2.0,0.0,8.0,15965.625,526680
746559.975676863,940278.5607059324,704796.919177924,682403.56424581,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,102412.0,1.0,0.0,4.0,25603.0,820800
855091.7736842105,922456.7930088672,892150.3016433908,679687.4210061783,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,155385.0,1.0,0.0,6.0,25897.5,391875
764426.4873171007,758222.8042635659,769076.0826709062,671239.6209150327,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54294.0,1.0,0.0,5.0,10858.8,909150
746559.975676863,940278.5607059324,786981.3162724135,791383.7519434988,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,158320.0,2.0,0.0,4.0,39580.0,595900
689419.0547388176,592070.9002610967,672828.990625,786930.1235030624,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,119503.0,2.0,0.0,16.0,7468.9375,151734
746559.975676863,835768.8430558438,786981.3162724135,692233.117397454,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,178333.0,1.0,0.0,7.0,25476.14285714286,237006
746559.975676863,624623.1948599116,728398.4393333333,671239.6209150327,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,137879.0,1.0,0.0,7.0,19697.0,249375
855091.7736842105,922456.7930088672,813419.1532549514,670949.5721925134,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,159817.0,1.0,0.0,3.0,53272.333333333336,1097250
746559.975676863,797310.6664584634,775321.2913256956,670949.5721925134,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,141905.0,2.0,0.0,3.0,47301.666666666664,1316700
700337.222033677,643382.8244680851,732188.5160142349,786018.2263636363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,171009.0,2.0,0.0,6.0,28501.5,1372140
746559.975676863,797310.6664584634,704796.919177924,680208.3205009276,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,154422.0,1.0,0.0,4.0,38605.5,1368000
764426.4873171007,934280.516192733,765968.9776061776,786447.1460264133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,161445.0,2.0,0.0,3.0,53815.0,986271
746559.975676863,872024.9468952541,775321.2913256956,697353.7620783956,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34038.0,1.0,0.0,6.0,5673.0,1197000
764426.4873171007,864829.5909442725,770172.7919143876,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,50757.0,1.0,0.0,7.0,7251.0,696361
788791.4864026718,738677.4802867384,728398.4393333333,791383.7519434988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,159983.0,2.0,0.0,10.0,15998.3,426888
689419.0547388176,642454.9748717949,722604.9296482413,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87191.0,2.0,0.0,17.0,5128.882352941177,352022
746559.975676863,749463.0834541313,786981.3162724135,790990.6950462351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,162676.0,1.0,0.0,9.0,18075.11111111111,498960
679904.8680057388,729526.6053149606,680745.2172073342,796967.4808472284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143548.0,1.0,0.0,7.0,20506.85714285714,424462
700337.222033677,649841.5408970977,732188.5160142349,786930.1235030624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126675.0,2.0,0.0,19.0,6667.105263157895,209632
881158.8852459016,921479.6401944895,888391.8042763158,791383.7519434988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176010.0,1.0,0.0,5.0,35202.0,1072500
746559.975676863,627695.876446281,728398.4393333333,786930.1235030624,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,145538.0,2.0,0.0,25.0,5821.52,359370
1002926.2816326531,966426.3747870529,980646.2723242637,790990.6950462351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13256.0,1.0,0.0,3.0,4418.666666666667,1039500
764426.4873171007,976791.1459589867,770172.7919143876,786930.1235030624,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,73961.0,1.0,0.0,4.0,18490.25,1406790
700337.222033677,759246.818537859,686624.2986198243,692233.117397454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145979.0,2.0,0.0,10.0,14597.9,350242
904081.834223847,813634.788336933,902661.6471571906,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,160493.0,1.0,0.0,9.0,17832.555555555555,164587
746559.975676863,624623.1948599116,704796.919177924,790990.6950462351,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,135259.0,1.0,1.0,4.0,33814.75,804440
746559.975676863,749463.0834541313,775321.2913256956,670949.5721925134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,66796.0,2.0,0.0,5.0,13359.2,840054
757158.1782758621,656638.7051630435,724210.5608552631,790990.6950462351,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,118317.0,2.0,0.0,16.0,7394.8125,758670
746559.975676863,872024.9468952541,733484.4581505527,791383.7519434988,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81711.0,1.0,0.0,5.0,16342.2,2000130
788791.4864026718,637878.5875978327,728398.4393333333,786859.4069343066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36349.0,1.0,0.0,6.0,6058.166666666667,1650000
764426.4873171007,632682.1973039216,770172.7919143876,786018.2263636363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,159789.0,2.0,0.0,14.0,11413.5,113800
788791.4864026718,637878.5875978327,721717.0078835658,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,102432.0,3.0,0.0,12.0,8536.0,408375
764426.4873171007,687011.4696727854,765968.9776061776,671239.6209150327,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,110656.0,2.0,0.0,4.0,27664.0,758670
788791.4864026718,637878.5875978327,721717.0078835658,796967.4808472284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,92089.0,3.0,0.0,19.0,4846.789473684211,710572
764426.4873171007,497209.1049141966,765968.9776061776,790990.6950462351,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38218.0,1.0,0.0,18.0,2123.222222222222,786500
881158.8852459016,921479.6401944895,881216.8346581876,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,110180.0,1.0,0.0,4.0,27545.0,1155000
764426.4873171007,864829.5909442725,765968.9776061776,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,96631.0,1.0,0.0,10.0,9663.1,844074
700337.222033677,643382.8244680851,705617.5842424242,786447.1460264133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174371.0,2.0,0.0,21.0,8303.380952380952,377338
904081.834223847,1000236.589871612,893937.5154639175,786930.1235030624,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13734.0,1.0,0.0,4.0,3433.5,440000
764426.4873171007,864829.5909442725,767862.1835671343,786447.1460264133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,149915.0,1.0,0.0,9.0,16657.222222222223,667012
700337.222033677,759246.818537859,701866.229216152,790990.6950462351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105130.0,1.0,0.0,11.0,9557.272727272728,727650
739862.1077111383,815771.6663658556,724023.5287772159,786018.2263636363,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,132170.0,1.0,0.0,9.0,14685.555555555555,444675
746559.975676863,631464.8915864378,786981.3162724135,790990.6950462351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,77907.0,2.0,0.0,14.0,5564.785714285715,760369
746559.975676863,646662.8232680267,704796.919177924,673410.1341013825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,178036.0,2.0,0.0,14.0,12716.857142857143,534655
700337.222033677,743564.1325301204,701866.229216152,786930.1235030624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79016.0,1.0,0.0,16.0,4938.5,773734
746559.975676863,624623.1948599116,704796.919177924,786859.4069343066,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29547.0,1.0,0.0,4.0,7386.75,739200
700337.222033677,702812.7617493472,697222.458781362,786018.2263636363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,121930.0,2.0,0.0,11.0,11084.545454545454,480249
904081.834223847,889205.9350473613,908418.3507271172,670949.5721925134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,137768.0,1.0,0.0,7.0,19681.14285714286,890268
1002926.2816326531,966426.3747870529,994666.4062369013,791383.7519434988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,50920.0,1.0,0.0,3.0,16973.333333333332,1004850
